"Product Name","ASIN","Author Name"
"Learn My Lesson (Wicked Villains Book 2)","B07VZDCG1G","Robert, Katee"
"Desperate Measures (Deluxe Edition) (Wicked Villains, 1)","1464227993","Robert, Katee"
"Queen of Shadows","B012BQ4GQE","Sarah J. Maas"
"The Naughty, the Nice and the Nanny: Holiday Brothers, Book 1","B09WJCKRSH","Willa Nash"
"How to Lose a Guy Before Christmas","B0CMYRQZ4L","A.J. Pine"
"Not Another Christmas Rom Com","B0DKKMQ1VC","A. J. Pine"
"Taming 7 (Boys of Tommen Book 5)","B0CFD5NCP9","Walsh, Chloe"
"Puck Me Secretly (A Vancouver Wolves Hockey Romance Book 1)","B07JH7ZKVX","Stone, Odette"
"Forget Your Morals: A Forbidden Secret Romance (The Carlson Brothers)","B0C6JG3XJB","Blue, Sarah"
"Binding 13 (Boys of Tommen Book 1)","B0C44DX85D","Walsh, Chloe"
"Keeping 13 (Boys of Tommen Book 2)","B0C44CFZPD","Walsh, Chloe"
"The Deal","B00TG1CZFC","Kennedy, Elle"
"The Mistake (Off-Campus Book 2)","B00WASWK7Q","Kennedy, Elle"
"The Score (Off-Campus Book 3)","B016VQCFO0","Kennedy, Elle"
"The Goal (Off-Campus Book 4)","B01FTC8I84","Kennedy, Elle"
"The Legacy (Off-Campus Book 5)","B0918YYH5S","Kennedy, Elle"
"The Chase: A Grumpy Sunshine College Hockey Romance (Briar U Book 1)","B07G6M9HDV","Kennedy, Elle"
"The Words: An Enemies-to-Lovers Standalone Romance","B091N9KW8N","Jade , Ashley"
"The Words: An Enemies-to-Lovers Standalone Romance","B091N9KW8N","Jade , A."
"The Risk (Briar U Book 2)","B07G4H3665","Kennedy, Elle"
"The Choice : Star-Crossed Lovers Duet (Book 1)","B0BHD7D1HL","Jade , A"
"The Choice : Star-Crossed Lovers Duet (Book 1)","B0BHD7D1HL","Jade , Ashley "
"The Words","B09ZVJMLS1","Ashley Jade"
"The Chase","B07P91NJHB","Elle Kennedy"
"Burn for You: Slow Burn, Book 1","B075VBLPVP","J.T. Geissinger"
"Burn for You (Slow Burn Book 1)","B06XWR6BC3","Geissinger, J.T."
"Mother Faker","B0CGXN3K5V","Nicole , Brittanee"
"My Dark Romeo: An Enemies-to-Lovers Romance (Dark Prince Road)","B0BXQP63XL","Huntington, Parker S."
"My Dark Romeo: An Enemies-to-Lovers Romance (Dark Prince Road)","B0BXQP63XL","Shen, L.J."
"The Fixer Upper: The TOP TEN BESTSELLING romantic comedy from Phoebe MacLeod","B0CMH968CY","MacLeod, Phoebe"
"After (The After Series Book 1)","B00L01GJBM","Todd, Anna"
"The Kiss Thief: An Arranged Marriage Romance","B07MLR5WY6","Shen, LJ"
"Dirty Talk (Pushing Boundaries Book 1)","B078N6643J","Landish, Lauren"
"It Happened One Summer: A Spicy Rom-Com Featuring a Wild Child Socialite, a Small-Town Grumpy Fisherman, and the Undeniable Attraction Between Them (Bellinger Sisters Book 1)","B08L3NHJ88","Bailey, Tessa"
"First Flight, Final Fall: A College Soccer Romance (Kluvberg Book 1)","B0CWJ2GTF3","Farnsworth, C.W."
"All The Wrong Plays (Kluvberg Book 2)","B0CNNV2G3J","Farnsworth, C.W."
"Taming Mr. Walker: An Enemies to Lovers Office Romance (The London Mister Series Book 1)","B09NJG1KGK","Lucas, Rosa"
"Resisting Mr. Kane: An Age Gap Office Romance (The London Mister Series Book 2)","B09X3DKLSZ","Lucas, Rosa"
"Fighting Mr. Knight: A Billionaire Office Romance (The London Mister Series Book 3)","B0BBB7VQFM","Lucas, Rosa"
"HAWKE","B0BKTXQPXR","Hall, Jescie"
"King of Sloth (Kings of Sin, 4)","1728289750","Huang, Ana"
"Hawke","B0CQPJ3N43","Jescie Hall"
"Dude in Distress","B08X5QL461","Helena Hunting"
"Lights Out: An Into Darkness Novel","B0D7WYQ5X3","Navessa Allen"
"Assistant to the Villain (Assistant and the Villain Book 1)","B0BYM2LJDX","Maehrer, Hannah Nicole"
"Prey Tell (Ravaged Castle)","B0BQ79WJLC","Richardson, Amanda"
"Marry Lies (Ravaged Castle)","B0C5MX4PK7","Richardson, Amanda"
"Ward Willing (Ravaged Castle)","B0CDTXRNWY","Richardson, Amanda"
"Masked Sins (Ravaged Castle)","B0DGQMHV4C","Richardson, Amanda"
"Truly Madly Deeply: A Grumpy x Sunshine Romance (Forbidden Love Book 1)","B0CV2Y8CQC","Shen, L.J."
"How My Neighbor Stole Christmas","B0CX82WQ5Q","Quinn, Meghan "
"The Striker (Gods of the Game Book 1)","B0CR19MXKV","Huang, Ana "
"The Assassin's Blade: The Throne of Glass Prequel Novellas (Throne Of Glass Series)","B00H45XC5O","Maas, Sarah J."
"Lights Out: An Into Darkness Novel","B0D2GST88W","Allen, Navessa"
"Kingdom of Ash (Throne of Glass Book 7)","B079JYG6D4","Maas, Sarah J."
"Tower of Dawn (Throne of Glass Book 6)","B01M8NHXGH","Maas, Sarah J."
"Empire of Storms (Throne Of Glass Series Book 5)","B01ANM7GJC","Maas, Sarah J."
"Queen of Shadows (Throne of Glass Book 4)","B00TU3BTUI","Maas, Sarah J."
"Heir of Fire (Throne of Glass Book 3)","B00I43Z1J0","Maas, Sarah J."
"Crown of Midnight (Throne of Glass Book 2)","B00CU7YHQY","Maas, Sarah J."
"Throne of Glass","B007N6JEII","Maas, Sarah J."
"Too Much : Hayes Brothers Book 1","B0B5NMN9XQ","Dice, I. A."
"Too Sweet: Hayes Brothers Book 3","B0BKTCYCJ1","Dice, I. A."
"Too Hard: Hayes Brothers Book 5","B0C35K5GRL","Dice, I. A. "
"Corrupt (Devil's Night Book 1)","B0181ONKDU","Douglas, Penelope"
"Hideaway (Devil's Night Book 2)","B0763NXSM7","Douglas, Penelope"
"Kill Switch (Devil's Night Book 3)","B07NK59922","Douglas, Penelope"
"Conclave: Devil's Night 3.5","B081XD3QXJ","Douglas, Penelope"
"Nightfall (Devil's Night Book 4)","B089H1D5V6","Douglas, Penelope"
"Fire Night: Devil's Night 4.5","B08PTD2GFJ","Douglas, Penelope"
"Falling: A Fake Dating College Hockey Romance (North University Book 1)","B0CXKKC82X","Boswell, Janisha"
"God of Wrath: A Dark Enemies to Lovers Romance (Legacy of Gods Book 3)","B0BDSC5C7P","Kent, Rina"
"Too Wrong: Hayes Brothers Book 2","B0BBNK34MY","Dice, I. A."
"Too Strong: Hayes Brothers Book 4","B0BSXMNJ8C","Dice, I. A."
"Too Long: Hayes Brothers Book 6","B0CB4B21KB","Dice, I. A. "
"If This Was a Movie: A Single Dad Nanny Christmas Romantic Comedy (Evergreen Park Book 2)","B0D4W772V5","Elizabeth, Morgan"
"Kill Switch: Devil's Night Series, Book 3","B07VGN9SN9","Penelope Douglas"
"Hideaway: Devil's Night Series, Book 2","B07DD147Y7","Penelope Douglas"
"Sweet Mercy: Empire Nightclub Series, Book 1","B09Z39WVGD","K. A. Tucker"
"Blurred Lines","B017OCOTRQ","Lauren Layne"
"Puck Me Secretly: Vancouver Wolves Hockey Romance Series, Book 1","B07RKYHXGN","Odette Stone"
"Pretty Little Savage: Sick Boys, Book 1","B08T3CWFPZ","Lucy Smoke"
"Corrupt","B01D0A3TTU","Penelope Douglas"
"Drop Dead","B0D6HGBMBL","Lily Chu"
"God of Ruin: A Dark College Romance (Legacy of Gods Book 4)","B0BM7X9WFJ","Kent, Rina"
"God of Fury: A Dark MM College Romance (Legacy of Gods Book 5)","B0CGJJTBKJ","Kent, Rina"
"God of War: An Enemies to Lovers Marriage Romance (Legacy of Gods Book 6)","B0CPD3911D","Kent, Rina"
"Snapshot (Lessons in Love)","B0CVRZZV88","Cove, Kay "
"The Sweetest Oblivion (Made Book 1)","B07DS4TZ93","Lori, Danielle"
"The Maddest Obsession (Made Book 2)","B07QQLW215","Lori, Danielle"
"The Darkest Temptation (Made Book 3)","B08QDJX3VB","Lori, Danielle"
"Priest: A Love Story","B00WHGBTHI","Simone, Sierra"
"The Ritual: A Dark College Romance","B09H7Q4B74","Tessier, Shantel"
"The Sinner: A Dark College Romance","B0BDZ2M91F","Tessier, Shantel"
"The Sacrifice: A Dark Revenge Romance","B0BNFRLH91","Tessier, Shantel "
"Carnage: A Dark Revenge Romance","B0C1D5SZW4","Tessier, Shantel "
"Sabotage: A Dark Enemies to Lovers Romance","B09V2J7P9F","Tessier, Shantel "
"Madness: A Dark Revenge Romance","B0CR7FCTF2","Tessier, Shantel "
"God of Malice: A Dark College Romance (Legacy of Gods Book 1)","B09Z9K12P2","Kent, Rina"
"Code of Silence: A Mafia Romance (The Dark Kingdom Book 1)","B083C3VKPW","Tessier, Shantel"
"God of Pain: A Grumpy Sunshine College Romance (Legacy of Gods Book 2)","B0B64FCB23","Kent, Rina"
"A Court of Thorns and Roses (Part 1 of 2) (Dramatized Adaptation): A Court of Thorns and Roses, Book 1","B09V5QH7GL","Sarah J. Maas"
"A Court of Thorns and Roses","B00OZP5VRS","Maas, Sarah J."
"A Court of Silver Flames (A Court of Thorns and Roses Book 5)","B08CHNCDN5","Maas, Sarah J."
"A Court of Frost and Starlight (A Court of Thorns and Roses Book 4)","B075818VDG","Maas, Sarah J."
"A Court of Wings and Ruin (A Court of Thorns and Roses Book 3)","B01LOWN78Y","Maas, Sarah J."
"A Court of Mist and Fury (A Court of Thorns and Roses Book 2)","B015FELXQ0","Maas, Sarah J."
"Pen Pal","B0CKLQ12NB","Geissinger, J.T."
"Say You Swear","B09SS8VQD6","Brandy, Meagan"
"Not So Merry Memories","B0BNQYVMCD","Brandy , Meagan "
"The Deal Dilemma","B0BG8HC2NG","Brandy, Meagan"
"Dirty Curve","B09CP3FR9K","Brandy, Meagan "
"Fumbled Hearts (A Fumbled Futures Novel Book 1)","B075CW598Y","Brandy, Meagan"
"Promise Me Not","B0D6MG4KFQ","Brandy, Meagan"
"Fake It 'Til You Break It","B084HGL8J7","Brandy, Meagan"
"Fumbled Futures: A Sports Romance Collection","B09QJZHVQT","Brandy, Meagan"
"Defenseless Hearts (A Fumbled Futures Novel Book 2)","B07D7Q29LQ","Brandy, Meagan"
"A Court of Thorns and Roses","B00WXS68T4","Sarah J. Maas"
"Defenseless Hearts: A Tender Hearts Novel, Book 2","B08P3Q8JM2","Meagan Brandy"
"Mr. Hook-up: Hooked, Book 1","B0C6YML8GD","Marni Mann"
"My Temptation: Kingston Lane, Book 1","B0C6YMBQMG","T L Swan"
"My Rules: Kingston Lane, Book 2","B0DBNCH6Z9","T L Swan"
"The Playboy (Spade Hotel Series Book 1)","B0C1R1XL57","Mann, Marni "
"The Lawyer (The Dalton Family Book 1)","B095KMNDSW","Mann, Marni"
"Signed (The Agency Series Book 1)","B0797DCN67","Mann, Marni"
"The Billionaire (The Dalton Family Book 2)","B09FS8PZMQ","Mann, Marni"
"The Single Dad (The Dalton Family Book 3)","B09FSFGM8C","Mann, Marni"
"The Intern (The Dalton Family Book 4)","B09SZKVFMG","Mann, Marni"
"The Bachelor (The Dalton Family Book 5)","B0B33WTCMT","Mann, Marni"
"Mr. Hook-up (Hooked Book 1)","B0BYFW12CT","Mann, Marni"
"My Rules (Kingston Lane Book 2)","B0D4YYKBC7","Swan, T L"
"My Temptation (Kingston Lane Book 1)","B0BTJCWKRC","Swan, T L"
"Stand and Defend (Lakes Hockey Series Book 4)","B0CPTB4FTY","St. James, Sloane"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0D5YPRZHB","Rath, Emily"
"Before We Came: A Brother's Best Friend Hockey Romance (Lakes Hockey Book 1) (Lakes Hockey Series)","B0BP7DM1VD","St. James, Sloane"
"Strong and Wild (Lakes Hockey Series Book 2)","B0C3WPY9S1","St. James, Sloane"
"In The Game: A Secret Baby Hockey Romance (Lakes Hockey Series Book 3)","B0CGXWSG9D","St. James, Sloane"
"A Shadow In The Reaping (The Shadow Realm Book 1)","B09G6YLDQ5","Weaver, Brynne"
"In a Jam (Friendship, RI Book 1)","B0BFW44657","Canterbary, Kate"
"The Bonus","B0D9QBHRNT","Swan, T L "
"My Office Rival (Keep Your Enemy Closer)","B0CHGNRP6M","Travers, Sophia"
"Bridesmaid Undercover","B0CW18879C","Quinn, Meghan"
"The Rom-Commers: A Novel","B0CGS1BTDH","Center, Katherine"
"Passenger Princess: A Grumpy Sunshine Bodyguard Pageant Queen Romance (Evergreen Park Book 1)","B0D4FTPPN4","Elizabeth, Morgan"
"The Anti-hero (The Goode Brothers)","B0C28VD15F","Cate, Sara"
"Shucked (The Loew Brothers Book 1)","B0CBSH3BXT","Canterbary, Kate"
"The Happy Ever After Playlist (The Friend Zone Book 2)","B07W54QG2X","Jimenez, Abby"
"Mercy (Salacious Players' Club)","B09NJFBWVR","Cate, Sara"
"Highest Bidder (Salacious Players' Club)","B0BCWZHGW6","Cate, Sara"
"Madame (Salacious Players' Club)","B0BMVKB15H","Cate, Sara"
"Change of Heart","B0D24DBDW4","Canterbary, Kate"
"One Wealthy Wedding: A Marriage of Convenience Romance (Kings Lane Billionaires)","B0DDJXD72B","Travers, Sophia "
"One Rich Revenge (Kings Lane Billionaires)","B0CZKKHB94","Travers, Sophia"
"One Billion Reasons (Kings Lane Billionaires)","B0CPHK75WH","Travers, Sophia"
"If We Ever Meet Again (If Love Book 1)","B087WWR8YT","Huang, Ana"
"Eyes on Me (Salacious Players' Club)","B09NHPZZS5","Cate, Sara"
"Give Me More (Salacious Players' Club)","B09NJGSCXW","Cate, Sara"
"Forget Me Not","B0B6V8WKN5","Soto, Julie"
"If the Sun Never Sets (If Love Book 2)","B089G7T55M","Huang, Ana"
"Black Ties and White Lies: A Billionaire Fake Engagement Romance (Black Tie Billionaires)","B0BHL1JX9P","Singleton, Kat"
"If We Were Perfect (If Love Book 4)","B08HYD8NY3","Huang, Ana"
"If Love Had A Price","B08DFMFLTG","Huang, Ana"
"Final Offer (Dreamland Billionaires Book 3)","B0B83315PM","Asher, Lauren"
"The Fine Print (Dreamland Billionaires Book 1)","B093DQNY17","Asher, Lauren"
"Terms and Conditions (Dreamland Billionaires Book 2)","B09PTXQL3J","Asher, Lauren"
"If the Sun Never Sets: If Love, Book 2","B0BH6SGYKF","Ana Huang"
"Yours Truly","B0B8YVRMW4","Jimenez, Abby"
"The Long Game: A Novel (The Green Oak Series)","B0BTZ8VWJ8","Armas, Elena"
"So This Is War","B0CSGN4238","Quinn, Meghan"
"Things We Hide from the Light (Knockemout Book 2)","B0BB64ZRMW","Score, Lucy"
"This Life and All the Rest (Next Life Book 2)","B0BLHPJ58D","Benson, Brit "
"The Love You Fight For (Next Life Book 3)","B0CV4M7NSN","Benson, Brit "
"Eyes on Me","B0DWW165R6","Sara Cate"
"From Lukov with Love","B079JF4D4S","Zapata, Mariana"
"Things We Never Got Over (Knockemout Book 1)","B09PNM8FFN","Score, Lucy"
"King of Wrath (Kings of Sin Book 1)","B0B36FKPS8","Huang, Ana "
"Kulti","B00V12L3CU","Zapata, Mariana"
"The American Roommate Experiment: A Novel (The Love Deception Series)","B09Q9WSZ9G","Armas, Elena"
"The Unhoneymooners","B07MGS7HF1","Lauren, Christina"
"The Rebound: The Rebound, Book 1","B0BSXKDWS8","Leeanne Slade"
"A Touch of Darkness (Hades x Persephone Saga Book 1)","B09C2PWWNP","St. Clair, Scarlett"
"Kismet: A Grumpy/Sunshine Standalone Office Romance (Happy Endings Book 3)","B09B393F1L","Blakely, Lauren"
"A Game of Fate (Hades x Persephone Saga Book 2)","B09F6SYVBR","St. Clair, Scarlett"
"A Touch of Ruin (Hades x Persephone Saga Book 3)","B09D8Q2D9L","St. Clair, Scarlett"
"A Game of Retribution (Hades x Persephone Saga Book 4)","B09GL14D21","St. Clair, Scarlett"
"A Touch of Malice (Hades x Persephone Saga Book 5)","B09DFCYN4V","St. Clair, Scarlett"
"A Game of Gods (Hades x Persephone Saga Book 6)","B0BTV12H8V","St. Clair, Scarlett"
"A Game of Gods: Hades Saga, Book 3","B0C4LZ8PG1","Scarlett St. Clair"
"A Touch of Malice: Hades & Persephone, Book 3","B09CHCR1PR","Scarlett St. Clair"
"A Game of Retribution: Hades Saga, Book 2","B09WZ9K8CC","Scarlett St. Clair"
"A Touch of Ruin: Hades & Persephone, Book 2","B08LDZRF5M","Scarlett St. Clair"
"A Game of Fate: Hades Saga, Book 1","B08PMYK8HJ","Scarlett St. Clair"
"Hooked: The Never After Series, Book 1","B09K2M1Q9N","Emily McIntire"
"A Touch of Darkness: Hades & Persephone Series, Book 1","B08BDH7FPQ","Scarlett St. Clair"
"Leather & Lark: The Ruinous Love, Book 2","B0CQTP4B5R","Brynne Weaver"
"Leather & Lark: The Ruinous Love Trilogy","B0CNGBQRC5","Weaver, Brynne"
"She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)","B000FC1PRK","Kerner, Ian"
"Bridesmaid For Hire","B0CFCRR7Y4","Quinn, Meghan "
"Pucking Ever After: Volume 2 (Jacksonville Rays)","B0CNWR8F16","Rath, Emily"
"Pucking Wild: A Reverse Age Gap Hockey Romance (Jacksonville Rays Book 2)","B0BXMJDB4C","Rath, Emily"
"Red, White & Royal Blue: A Novel","B07J4LPZRN","McQuiston, Casey"
"King of Pride (Kings of Sin Book 2)","B0BJ7X6M16","Huang, Ana"
"King of Greed (Kings of Sin Book 3)","B0C13VFWML","Huang, Ana"
"King of Sloth (Kings of Sin Book 4)","B0CJ68GRM1","Huang, Ana"
"King of Sloth: Kings of Sin, Book 4","B0D26K47Y9","Ana Huang"
"King of Greed: Kings of Sin, Book 3","B0CM6QNPYN","Ana Huang"
"King of Pride: Kings of Sin, Book 2","B0C7CZ18PG","Ana Huang"
"King of Wrath: Kings of Sin","B0BZQJ8C1B","Ana Huang"
"Dead to You","B0076G21US","Lisa McMann"
"Pucking Sweet: An MMF Workplace Hockey Romance (Jacksonville Rays Book 3)","B0CF7SK2SP","Rath, Emily"
"Red, White & Royal Blue: A Novel","B07HMB6RFD","Casey McQuiston"
"Bridgerton: The Duke and I (Bridgertons Book 1)","B00UG8RP8Q","Quinn, Julia"
"Pucking Around: A Why Choose Hockey Romance (Jacksonville Rays Book 1)","B0BPVJ4RVR","Rath, Emily"
"The Idea of You: A Novel","B01MQLZ12X","Lee, Robinne"
"Pucking Ever After: Volume 1 (Jacksonville Rays)","B0C2JYSCLX","Rath, Emily"
"That One Night: A Pucking Around Prequel Novella (Jacksonville Rays)","B0BSVL9789","Rath, Emily"
"The Idea of You","B07BN1CZ6J","Robinne Lee"
"Found in You (Fixed Book 2)","B00FIOHII0","Paige, Laurelin"
"Forever with You (Fixed Book 3)","B00HLU14CA","Paige, Laurelin"
"Hudson (Fixed Book 4)","B00IUS9FOG","Paige, Laurelin"
"Fixed Forever","B074N6J64B","Paige, Laurelin"
"Hudson","B00N1YRYGU","Laurelin Paige"
"Forever with You","B00JG5TMAO","Laurelin Paige"
"Found in You","B00JG4CTVO","Laurelin Paige"
"Fixed on You","B00IFVAAGA","Paige, Laurelin"
"Royally In Trouble: A Royal Romance Duet (Not Really Royal Book 2)","B0B89YQFNX","Quinn, Meghan"
"Wallbanger (The Cocktail Series Book 1)","B00B73MULG","Clayton, Alice"
"Perfectly Imperfect","B017O4W3V8","Sloan, Harper"
"Fixed on You","B00J2XQUU0","Laurelin Paige"
"Their Last Resort","B0CBNLZSPG","Grey, R.S."
"Make Me: A Dark Crime Syndicate Romance (The Fox Family Crime Syndicate Book 1)","B0BCHJ9885","O'Toole, Summer"
"Perfectly Imperfect","B01B8L24S0","Harper Sloan"
"33 Unplayed Voicemails","B0B9NZLGB2","Melissa de la Cruz"
"A Royally Inconvenient Marriage","B07ZQSHD99","Pippa Grant"
"Heidi's Guide to Four Letter Words","B07SYD5Q5M","Tara Sivec"
"Heidi's Guide to Four Letter Words","B07SYD5Q5M","Andi Arndt"
"A Murder to Remember","B0CT62PK7B","Brynn Kelly"
"The Bookworm Crush","B0833DF51Y","Lisa Brown Roberts"
"Kismet","B09QD3FVHQ","Lauren Blakely"
"Bigger Rock (The Big Rock Collections Book 1)","B0798BZNLY","Blakely, Lauren"
"Never Have I Ever","B07S2VLB1C","Lauren Blakely"
"After the Fairy Tale","B08MQP56R2","Terence Gray"
"After the Fairy Tale","B08MQP56R2","Erin Day"
"After the Fairy Tale","B08MQP56R2","Ian Thake"
"Royally Not Ready: A Royal Romance Duet (Not Really Royal Book 1)","B09X6HZ4FT","Quinn, Meghan"
"Priceless: A Dark College Romance","B083GY7J9P","Silver, Miranda"
"The Bodyguard: A Novel","B09CNFRZDC","Center, Katherine"
"The Spanish Love Deception: A Novel (The Love Deception Series)","B09HJDSQ5P","Armas, Elena"
"American Queen","153344367X","Simone, Sierra"
"American King: American Queen Series, Book 3","B07B8WHLBY","Sierra Simone"
"American Prince: American Queen Series, Book 2","B072KPRX1D","Sierra Simone"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","L.J. Shen"
"My Dark Romeo: Dark Prince Road, Book 1","B0BY3BJPY5","Parker S. Huntington"
"The Marriage Auction: Book One: The Marriage Auction, Book 1","B0BR8H5JWL","Audrey Carlan"
"The Stopover: The Miles High Club, Book 1","B07YG8L383","T L Swan"
"The Casanova: The Miles High Club, Book 3","B0977K6JXF","T L Swan"
"The Stopover (The Miles High Club Book 1)","B07QNKVR3N","Swan, T L"
"Someone Exactly Like Me: A Slow Burn, Forced Proximity, Strangers to Friends to Lovers Romance (Wounded Hearts Series Book 1) (Wounded Hearts Romance)","B099QTBDB4","Cromack, Debbie"
"The Marriage Auction: Book One","B0BJMZ2FQ3","Carlan, Audrey"
"Fix Her Up: A Novel","B07C1XR6BK","Bailey, Tessa"
"The Casanova (The Miles High Club Book 3)","B08X472VK3","Swan, T L"
"Failure to Match: An Enemies to Lovers Billionaire Matchmaker Romance (Bad Billionaire Bosses Book 2)","B0CYWDS6CT","Parsi, Kyra "
"Beautifully Cruel","B07ZFZZ2GQ","Geissinger, J.T."
"A Love Letter to Whiskey","B01M98D4TM","Steiner, Kandi"
"Please Me: A Stark Ever After Novella (1001 Dark Nights)","B0778CV9Y4","Kenner, J."
"Smitten with the Best Man (Chicago Law Book 1)","B07CNF13KX","Rayne, Piper"
"The Fix Up: The First Impressions Series, Book 1","B088XFKKXQ","Tawna Fenske"
"The Fix Up: 2nd Edition – originally published 2015 (First Impressions Book 1)","B0CW1KRY9H","Fenske, Tawna"
"The Boyfriend Material Collection: A Romantic Comedy Collection of Standalones","B0BSRH7VKH","Blakely, Lauren "
"Romancing Mister Bridgerton","B06Y2DSFRJ","Julia Quinn"
"An Offer from a Gentleman","B01N1ME9B5","Julia Quinn"
"The Viscount Who Loved Me","B01MAWST0M","Julia Quinn"
"The Duke and I","B01LZRIC6X","Julia Quinn"
"Butcher & Blackbird (The Ruinous Love Trilogy Book 1)","B0CL1C4PM4","Weaver, Brynne"
"Getting Schooled","B07957PFQT","Emma Chase"
"One of Those Flings","B08DG74W7D","Lauren Blakely"
"P.S. It's Always Been You: Part 3","B083QPVRH1","Lauren Blakely"
"P.S. It's Always Been You: Part 2","B083QPJK9K","Lauren Blakely"
"P.S. It's Always Been You: Part 1","B083QR12LM","Lauren Blakely"
"The Wedding Proposal","B09PT9PWFS","John Swansiger"
"Call Me Maybe","B08CLSPC6Q","Cara Bastone"
"The Accidental Dating Experiment","B0CY5R4HZH","Lauren Blakely"
"Still Hung Up on You","B0CC3M4H42","Liz Maverick"
"Lucky Suit","B07MLT5114","Lauren Blakely"
"Maybe This Time","B0CXYYBCNY","Cara Bastone"
"The Kiss Quotient","B075HXST4P","Hoang, Helen"
"Butcher & Blackbird: The Ruinous Love Trilogy, Book 1","B0CK8HCKVC","Brynne Weaver"
"Think Outside the Boss: New York Billionaires, Book 1","B09J97L6FL","Olivia Hayle"
"The Royal Assignment","B09KVJ3CXZ","Terence Gray"
"The Royal Assignment","B09KVJ3CXZ","Erin Day"
"The Royal Assignment","B09KVJ3CXZ","Ian Thake"
"Take My Dare: A Stark International Novella (Stark International Trilogy Book 4)","B01LWVWGZW","Kenner, J."
"Lost With Me","B0778VDY46","Kenner, J."
"Anchor Me","B01K8ORQOK","Kenner, J."
"Unwrap Me: A Stark Ever After Novella (Stark Series Book 19)","B016IOF76S","Kenner, J."
"Seduce Me: A Stark Ever After Novella","B015BCVXF2","Kenner, J."
"Have Me: A Stark Ever After Novella (Stark Trilogy)","B00O6V45E6","Kenner, J."
"Tame Me: A Stark International Security Novella (Stark International Trilogy Book 1)","B00H57X864","Kenner, J."
"Tame Me: A Stark International Security Novella (Stark International Trilogy Book 1)","B00H57X864","Kenner, Julie"
"Tease Me: A Stark International Security Novel","B081LMVMDP","Kenner, J."
"Tempt Me: A Stark International Security Novella","B01L7Q54NI","Kenner, J."
"Tempt Me: A Stark International Security Novella","B01L7Q54NI","Kenner, Julie"
"American Queen: American Queen Series, Book 1","B06ZZCWL4X","Sierra Simone"
"Midnight Ruin (Dark Olympus Book 6)","B0BZ9KMJ3L","Robert, Katee"
"The Addendum (The Contract Series Book 3)","B0B9V6M62K","Moreland, Melanie"
"Neon Gods: A Scorchingly Hot Modern Retelling of Hades and Persephone (Dark Olympus Book 1)","B08GC6FXVZ","Robert, Katee"
"Sorry Spock, Emotions Drive Business: Proving the Value of Creative Ideas With Science","B07KWL5L8Y","Morgan, Adam W."
"Creative Strategy and the Business of Design","B01HH2TGDA","Davis, Douglas"
"Creative Confidence: Unleashing the Creative Potential Within Us All","B00CGI3DWQ","Kelley, Tom"
"Creative Confidence: Unleashing the Creative Potential Within Us All","B00CGI3DWQ","Kelley, David"
"The Home Edit: A Guide to Organizing and Realizing Your House Goals","B07DZLJF1C","Shearer, Clea"
"The Home Edit: A Guide to Organizing and Realizing Your House Goals","B07DZLJF1C","Teplin, Joanna"
"How Will You Measure Your Life?","B006ID0CH4","Christensen, Clayton M"
"How Will You Measure Your Life?","B006ID0CH4","Allworth, James"
"How Will You Measure Your Life?","B006ID0CH4","Dillon, Karen"
"Irresistibly Yours: An Oxford Novel","B00ONUYEZA","Layne, Lauren"
"Seatmate: Love Lines, Book 3","B09V3DQ4DZ","Cara Bastone"
"Sweet Talk","B08YH3941R","Cara Bastone"
"Love at First Psych","B0BRQWHGD8","Cara Bastone"
"The Reason I Married Him","B0CFD3FF6N","Quinn, Meghan"
"The Do-Over: The Miles High Club, Book 4","B0B724Y5NC","T L Swan"
"The Do-Over (The Miles High Club Book 4)","B09ZKRWCG4","Swan, T L"
"Miles Ever After (Miles High Series)","B0BC16PP4Z","Swan, T L"
"Miles Ever After (Miles High Series)","B0BC16PP4Z","Swan, T L "
"Pucking Around","B0DWVRW24X","Emily Rath"
"To Make Matters Worse","B0BCZWC3QZ","Rivers, Elle"
"Fool Them Once : A Hot Fake Relationship Romantic Comedy","B0BNJMJ4K9","Parsi , Kyra "
"The Takeover: The Miles High Club, Book 2","B0845MQPHS","T L Swan"
"The Takeover (The Miles High Club Book 2)","B07Y82JMF8","Swan, T L"
"Hard Limit: The Hacker Series #4","B00V3MY186","Wild, Meredith"
"Hardline: The Hacker Series #3","B00V3MY1KO","Wild, Meredith"
"Work with Me: An Enemies-to-Lovers Standalone Office Romance (Synergy Office Romance Book 1)","B08Y758VM1","McCraw, Michelle"
"Reluctantly Yours: A steamy, enemies to lovers, fake dating romantic comedy","B0B1KVSRCL","Hawkins, Erin"
"Same Time Next Year: A Novella","B0CMJRPR4H","Tessa Bailey"
"Same Time Next Year: A Novella","B0CHWQPB49","Bailey, Tessa"
"With Any Luck: The Improbable Meet-Cute Collection","B0CRVVQY85","Ashley Poston"
"Drop, Cover, and Hold On: The Improbable Meet-Cute Collection","B0CRVWTTCS","Jasmine Guillory"
"Royal Valentine: The Improbable Meet-Cute Collection","B0CRVX1P5R","Sariah Wilson"
