"Platform","App Version","Event Date","Visitor Session","Page Name","Module","Carousel","Merchandising Source","Plink"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search","Product Carousel","center-4","Not Available","z4L0yBSNvzj3HcVe"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Banner","center-7","Not Available","p8TdYHLs12k6i2Nn"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-5","Not Available","ZABQ9dPFDTDCSlRP"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","FeaturedContentHeroViewPager","center-1","Not Available","QrIvZOBOLa2ESGWR"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsContributors","center-4","Not Available","V2YcTSixdvkoIweO"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","BuyBox","center-6","Not Available","2AqvcdBv0lXMv0nI"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search Results All","RowCollection","center-4","Not Available","rmlfr5tr37ijNFkd"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsMetadata","center-3","Not Available","FqPLK0S1BLIMwANZ"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search Results All","RowCollection","center-4","Not Available","9xWjcrE2MiUumD8B"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search","FeatureAwarenessItem","center-2","Not Available","re0iiLMH8Wmq4YRx"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search","Feature Awareness Module","center-2","Not Available","Not Applicable"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Search","RowCollection","center-6","Not Available","MExlLJc5Oq8NnEFC"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsMetadata","center-3","Not Available","EpCgNGtRsOq84qTV"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","BuyBox","center-6","Not Available","fe5g2BWD1JbKCRyI"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsContributors","center-4","Not Available","FDXgocFiAtgZcQ3z"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-11","Not Available","DTkuHs0DlEYQRGHU"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","BuyBox","center-6","Not Available","fjiFs1AC1tzET1fh"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-16","Not Available","wOsQTp6IsCUr7Sis"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","StandardAsinRowList","center-10","Not Available","cKO2RB4nineII2Nr"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsMetadata","center-3","Not Available","mAUQx0hbUrAIviil"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-15","Not Available","Ul4XoaShoStRFuyb"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Banner","center-12","Not Available","WPZUJUlsDBEc6wLg"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsContributors","center-4","Not Available","sv66hkyF4gxcg5FC"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsContributors","center-4","Not Available","GOAEpEE4Ip1uAztV"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Banner","center-7","Not Available","S9npOG6V5IoFTbTV"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","BuyBox","center-6","Not Available","AZAb6Lgkpr0hcaku"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsMetadata","center-3","Not Available","79o25inJMBpKAeZr"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-8","Not Available","b3MH8U4resezZgge"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Home","Product Carousel","center-5","Not Available","wZ1OdsaLD0sL0RIH"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsMetadata","center-3","Not Available","MruFsr2Wdcir2cwN"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","ProductDetailsContributors","center-4","Not Available","JbSDajfmFmGhHcRB"
"iOS","Audible 4.54 (1799)","2025-10-02","581","Product Detail","BuyBox","center-6","Not Available","atypPtpDs2vtwiPY"
