"Product Name","ASIN","Resource Type","Our Price","Ownership Type","Relationship Status","Sortable Title","Sortable Author Name","Series Author","Series Title","Relation Type","Position In Collection","Ordered","Marketplace","Relationship Creation Date","Created At","Deleted By Customer"
"Glint (The Plated Prisoner Series Book 2)","B08RW8MW3D","ITEM","6 USD","Item Owner","Terminated","Glint The Plated Prisoner Series Book 2","Kennedy, Raven","Kennedy, Raven B08HLVQJ2T","Plated Prisoner Series, The B08HLVQJ2T","PRIMARY",2,"Not Available","www.amazon.com","2025-03-24T00:00:00Z","2025-05-14T20:42:54Z","Yes"
"Glow (The Plated Prisoner Series Book 4)","B095G183J6","ITEM","7 USD","Item Owner","Terminated","Glow The Plated Prisoner Series Book 4","Kennedy, Raven","Kennedy, Raven B08HLVQJ2T","Plated Prisoner Series, The B08HLVQJ2T","PRIMARY",4,"Not Available","www.amazon.com","2025-03-25T21:49:44Z","2025-05-14T20:42:54Z","Yes"
"Thrive (Addicted Series)","B00LWSNUQ0","ITEM","6 USD","Item Owner","Terminated","Thrive Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",6,"Not Available","www.amazon.com","2025-05-06T05:12:15Z","2025-05-14T20:42:54Z","Yes"
"Addicted After All","B00P2RBHPS","ITEM","7 USD","Item Owner","Terminated","Addicted After All","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",7,"Not Available","www.amazon.com","2025-05-09T02:47:55Z","2025-05-14T20:42:54Z","Yes"
"Fuel the Fire (Addicted Series)","B00VJSQKWY","ITEM","7 USD","Item Owner","Terminated","Fuel the Fire Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",8,"Not Available","www.amazon.com","2025-05-10T00:00:00Z","2025-05-14T20:42:54Z","Yes"
"Long Way Down (Addicted Series)","B0188332MI","ITEM","7 USD","Item Owner","Terminated","Long Way Down Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",9,"Not Available","www.amazon.com","2025-05-12T03:42:36Z","2025-05-14T20:42:54Z","Yes"
"Hothouse Flower (Addicted Series)","B00JAXSEFQ","ITEM","6 USD","Item Owner","Terminated","Hothouse Flower Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",5,"Not Available","www.amazon.com","2025-05-04T00:00:00Z","2025-05-11T16:34:54Z","Yes"
"Ricochet (Addicted Series)","B00E9BE7TQ","ITEM","6 USD","Item Owner","Terminated","Ricochet Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",2,"Not Available","www.amazon.com","2025-05-01T02:29:57Z","2025-05-06T05:12:15Z","Yes"
"Addicted for Now","B00H06NGBM","ITEM","6 USD","Item Owner","Terminated","Addicted for Now","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",3,"Not Available","www.amazon.com","2025-05-02T19:31:25Z","2025-05-06T05:12:15Z","Yes"
"Kiss the Sky (Addicted Series)","B00HZVPHGE","ITEM","6 USD","Item Owner","Terminated","Kiss the Sky Addicted Series","Ritchie, Krista","Ritchie, Krista B0DL16Z4BK","Addicted Series B0DL16Z4BK","PRIMARY",4,"Not Available","www.amazon.com","2025-05-03T22:36:11Z","2025-05-06T05:12:15Z","Yes"
"Washington: A Life (Pulitzer Prize Winner)","B003ZK58SQ","ITEM","17 USD","Item Owner","Fulfilled","Washington A Life Pulitzer Prize Winner","Chernow, Ron","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-05-03T15:08:23Z","2025-05-03T15:08:24Z","No"
"Audacity: A Priest-Turned-Billionaire Workplace Romance (Seraph)","B0D1PC9FHN","ITEM","6 USD","Item Owner","Terminated","Audacity A Priest Turned Billionaire Workplace Romance Seraph","Hart, Elodie","Hart, Elodie B0D1PSHXBG","Seraph B0D1PSHXBG","PRIMARY",1,"Not Available","www.amazon.com","2025-02-23T00:00:00Z","2025-05-01T02:29:57Z","Yes"
"The Home-wrecker (The Goode Brothers)","B0C9KJRSX7","ITEM","5 USD","Item Owner","Terminated","Home wrecker The Goode Brothers, The","Cate, Sara","Cate, Sara B0C9JC79Q3","Goode Brothers, The B0C9JC79Q3","PRIMARY",2,"Not Available","www.amazon.com","2025-03-21T00:00:00Z","2025-05-01T02:29:57Z","Yes"
"The Heartbreaker (The Goode Brothers)","B0CYM3ZDK6","ITEM","5 USD","Item Owner","Terminated","Heartbreaker The Goode Brothers, The","Cate, Sara","Cate, Sara B0C9JC79Q3","Goode Brothers, The B0C9JC79Q3","PRIMARY",3,"Not Available","www.amazon.com","2025-03-23T00:00:00Z","2025-05-01T02:29:57Z","Yes"
"Fragile Sanctuary (Sparrow Falls Book 1)","B0CR1N7YGX","ITEM","6 USD","Item Owner","Terminated","Fragile Sanctuary Sparrow Falls Book 1","Cowles, Catherine","Cowles, Catherine B0D1471Y9Z","Sparrow Falls B0D1471Y9Z","PRIMARY",1,"Not Available","www.amazon.com","2025-04-21T00:00:00Z","2025-05-01T02:29:57Z","Yes"
"Kiss The Villain: A Dark MM Enemies to Lovers Romance","B0DJT283QQ","ITEM","5 USD","Item Owner","Terminated","Kiss The Villain A Dark MM Enemies to Lovers Romance","Kent, Rina","Kent, Rina B0F1LQK9SD","Villain B0F1LQK9SD","PRIMARY",1,"Not Available","www.amazon.com","2025-02-14T00:00:00Z","2025-04-28T02:09:23Z","Yes"
"Bittersweet Melody : (The Bittersweet Symphony Duet 2.5)","B0BVRT9TRJ","ITEM","3 USD","Item Owner","Fulfilled","Bittersweet Melody The Bittersweet Symphony Duet 2 5","Stewart , Kate","Stewart, Kate B0B3CRZ5BZ","Bittersweet Symphony Duet, The B0B3CRZ5BZ","PRIMARY",3,"Not Available","www.amazon.com","2025-04-27T00:00:00Z","2025-04-28T02:09:23Z","No"
"Tryst Six Venom","B09418JQMK","ITEM","4 USD","Item Owner","Terminated","Tryst Six Venom","Douglas, Penelope","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-04-08T00:00:00Z","2025-04-26T22:07:58Z","Yes"
"Reverse (The Bittersweet Symphony Duet Book 2)","B0B6SZZDTP","ITEM","6 USD","Item Owner","Fulfilled","Reverse The Bittersweet Symphony Duet Book 2","Stewart , Kate","Stewart, Kate B0B3CRZ5BZ","Bittersweet Symphony Duet, The B0B3CRZ5BZ","PRIMARY",2,"Not Available","www.amazon.com","2025-04-26T22:07:58Z","2025-04-26T22:07:58Z","No"
"Drive (The Bittersweet Symphony Duet Book 1)","B076G47245","ITEM","5 USD","Item Owner","Fulfilled","Drive The Bittersweet Symphony Duet Book 1","Stewart, Kate","Stewart, Kate B0B3CRZ5BZ","Bittersweet Symphony Duet, The B0B3CRZ5BZ","PRIMARY",1,"Not Available","www.amazon.com","2024-04-20T00:00:00Z","2025-04-24T23:11:59Z","No"
"Bridesmaid by Chance","B0DCTZPG8V","ITEM","6 USD","Item Owner","Terminated","Bridesmaid by Chance","Quinn, Meghan","Quinn, Meghan B0DD3HZH5Z","Bridesmaid for Hire B0DD3HZH5Z","PRIMARY",3,"Not Available","www.amazon.com","2025-04-23T00:00:00Z","2025-04-24T23:11:59Z","Yes"
"The Dream Guy Next Door","B08MB531QL","ITEM","5 USD","Item Owner","Fulfilled","Dream Guy Next Door, The","Blakely, Lauren","Blakely, Lauren B0874X3ZWS","Guys Who Got Away, The B0874X3ZWS","PRIMARY",5,"Not Available","www.amazon.com","2025-04-24T21:20:26Z","2025-04-24T21:20:26Z","No"
"Love, Rebooted","B0F1NHK4T7","ITEM","5 USD","Item Owner","Fulfilled","Love Rebooted","Summers, Katy","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-04-24T21:19:12Z","2025-04-24T21:19:12Z","No"
"One Last Rainy Day: The Legacy of a Prince: The Ravenhood Legacy, Book 1","B0CCZYXD2T","ITEM","0 USD","Item Owner","Fulfilled","One Last Rainy Day The Legacy of a Prince The Ravenhood Legacy Book 1","Stewart, Kate","Stewart, Kate B0DTHN2CY9","Ravenhood Legacy B0DTHN2CY9","PRIMARY",1,"Not Available","www.amazon.com","2025-04-19T15:20:33Z","2025-04-19T15:20:34Z","No"
"Play With Me (Playing For Keeps Book 2)","B0B6PRL9H5","ITEM","6 USD","Item Owner","Terminated","Play With Me Playing For Keeps Book 2","Mack, Becka","Mack, Becka B09VYBTD6W","Playing For Keeps B09VYBTD6W","PRIMARY",2,"Not Available","www.amazon.com","2025-04-04T00:00:00Z","2025-04-19T12:36:39Z","Yes"
"Unravel Me (Playing For Keeps Book 3)","B0CD2RWNVL","ITEM","6 USD","Item Owner","Terminated","Unravel Me Playing For Keeps Book 3","Mack, Becka","Mack, Becka B09VYBTD6W","Playing For Keeps B09VYBTD6W","PRIMARY",3,"Not Available","www.amazon.com","2025-04-06T15:29:51Z","2025-04-19T12:36:39Z","Yes"
"Fall With Me (Playing For Keeps Book 4)","B0CVLJ8816","ITEM","6 USD","Item Owner","Terminated","Fall With Me Playing For Keeps Book 4","Mack, Becka","Mack, Becka B09VYBTD6W","Playing For Keeps B09VYBTD6W","PRIMARY",4,"Not Available","www.amazon.com","2025-04-07T15:01:14Z","2025-04-19T12:36:39Z","Yes"
"One Last Rainy Day (Ravenhood Legacy Book 1)","B0D9CC3C9Y","ITEM","9 USD","Item Owner","Fulfilled","One Last Rainy Day Ravenhood Legacy Book 1","Stewart, Kate","Stewart, Kate B0DTHN2CY9","Ravenhood Legacy B0DTHN2CY9","PRIMARY",1,"Not Available","www.amazon.com","2025-04-19T00:00:00Z","2025-04-19T12:36:39Z","No"
"Not Available","Not Available","Not Available","Not Available","Goodreads Shelf Owner","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","www.amazon.com","2024-02-20T17:06:00Z","2025-04-08T13:49:36Z","Not Available"
"Nocticadia","B0C3426KGW","ITEM","6 USD","Item Owner","Terminated","Nocticadia","Lake, Keri","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-10-01T00:44:39Z","2025-04-03T23:32:40Z","Yes"
"Does It Hurt?: An Enemies to Lovers Romance","B09PKTYKGZ","ITEM","5 USD","Item Owner","Terminated","Does It Hurt An Enemies to Lovers Romance","Carlton, H D","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-11-26T16:46:59Z","2025-04-03T23:32:40Z","Yes"
"THAT SIK LUV","B0BSYJCFHD","ITEM","6 USD","Item Owner","Terminated","THAT SIK LUV","Hall, Jescie","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2024-12-10T01:16:17Z","2025-04-03T23:32:40Z","Yes"
"Beautiful Fiend: A Dark Enemies to Lovers Romance (North Shore Stories Book 1)","B0BYB6DXBY","ITEM","5 USD","Item Owner","Terminated","Beautiful Fiend A Dark Enemies to Lovers Romance North Shore Stories Book 1","King, Lola","King, Lola B0BZ8LJSN5","North Shore Stories B0BZ8LJSN5","PRIMARY",1,"Not Available","www.amazon.com","2024-12-10T01:42:14Z","2025-04-03T23:32:40Z","Yes"
"A Dose of Pretty Poison: A Brother's Best Friend Romance (Pretty Poison Trilogy Book 1)","B0BVV2TLZD","ITEM","5 USD","Item Owner","Terminated","Dose of Pretty Poison A Brother's Best Friend Romance Pretty Poison Trilogy Book 1, A","Clayton, Kelsey","Clayton, Kelsey B0BXRF5XW7","Pretty Poison Trilogy B0BXRF5XW7","PRIMARY",1,"Not Available","www.amazon.com","2024-12-10T02:11:52Z","2025-04-03T23:32:40Z","Yes"
"Lords of Pain (Dark College Bully Romance): Royals of Forsyth University","B08W3RYS26","ITEM","6 USD","Item Owner","Terminated","Lords of Pain Dark College Bully Romance Royals of Forsyth University","Lawson, Angel","Lawson, Angel B08WKMS448","Royals of Forsyth University B08WKMS448","PRIMARY",1,"Not Available","www.amazon.com","2025-01-15T22:27:17Z","2025-04-03T23:32:40Z","Yes"
"Bound by Honor (Born in Blood Mafia Chronicles Book 1)","B00PUS8AEK","ITEM","5 USD","Item Owner","Terminated","Bound by Honor Born in Blood Mafia Chronicles Book 1","Reilly, Cora","Reilly, Cora B074CFT824","Born in Blood Mafia Chronicles B074CFT824","PRIMARY",1,"Not Available","www.amazon.com","2025-01-15T23:45:43Z","2025-04-03T23:32:40Z","Yes"
"War of Her Heart","B0DJWGHHX3","ITEM","5 USD","Item Owner","Terminated","War of Her Heart","Hodges, Lexi","Hodges, Lexi B0DS9B2JSF","War of Her Heart B0DS9B2JSF","PRIMARY",1,"Not Available","www.amazon.com","2025-02-11T01:27:30Z","2025-04-03T23:32:40Z","Yes"
"Kingmakers: Year One","B08R9PX3ZL","ITEM","6 USD","Item Owner","Terminated","Kingmakers Year One","Lark, Sophie","Lark, Sophie B08RB2V53Q","Kingmakers B08RB2V53Q","PRIMARY",1,"Not Available","www.amazon.com","2025-01-15T01:46:24Z","2025-03-31T01:00:17Z","Yes"
"There Are No Saints (Sinners Duet Book 1)","B09GCC6Y5M","ITEM","5 USD","Item Owner","Terminated","There Are No Saints Sinners Duet Book 1","Lark, Sophie","Lark, Sophie B09GG1M4W7","Sinners Duet B09GG1M4W7","PRIMARY",1,"Not Available","www.amazon.com","2024-12-11T23:17:24Z","2025-03-28T22:12:09Z","Yes"
"The Charlie Method (Campus Diaries Book 3)","B0CWZ83PGD","ITEM","6 USD","Item Owner","Terminated","Charlie Method Campus Diaries Book 3, The","Kennedy, Elle","Kennedy, Elle B0C5JXQCHH","Campus Diaries B0C5JXQCHH","PRIMARY",3,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-03-23T02:55:02Z","Yes"
"Quicksilver (Fae & Alchemy Book 1)","B0DDKHNVWF","ITEM","10 USD","Item Owner","Terminated","Quicksilver Fae Alchemy Book 1","Hart, Callie","Hart, Callie B0DCBPXBBK","Fae Alchemy B0DCBPXBBK","PRIMARY",1,"Not Available","www.amazon.com","2025-02-11T00:00:00Z","2025-03-23T02:55:02Z","Yes"
"Consider Me (Playing For Keeps Book 1)","B09QK389GG","ITEM","6 USD","Item Owner","Terminated","Consider Me Playing For Keeps Book 1","Mack, Becka","Mack, Becka B09VYBTD6W","Playing For Keeps B09VYBTD6W","PRIMARY",1,"Not Available","www.amazon.com","2025-03-14T00:00:00Z","2025-03-23T02:55:02Z","Yes"
"The Fall Risk: A Short Story","B0DS2VTD7Y","ITEM","1 USD","Item Owner","Terminated","Fall Risk A Short Story, The","Jimenez, Abby","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-03-19T22:28:28Z","2025-03-21T18:54:49Z","Yes"
"The Fall Risk: A Short Story","B0DD7X5V3V","ITEM","2 USD","Item Owner","Terminated","Fall Risk A Short Story, The","Jimenez, Abby","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-03-19T00:00:00Z","2025-03-21T18:54:46Z","Yes"
"Shoot Your Shot: A Fun and Flirty Hockey Romance Between an Athlete and Aspiring Tattoo Artist","B0D46PR72D","ITEM","13 USD","Item Owner","Terminated","Shoot Your Shot A Fun and Flirty Hockey Romance Between an Athlete and Aspiring Tattoo Artist","LaFleur Brown, Lexi","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-03-20T00:00:00Z","2025-03-21T18:54:46Z","Yes"
"Ice Mechanic: A Small-Town Hockey Romance (Lucky Strikers Hockey Romance)","B0DPLWFDWY","ITEM","7 USD","Item Owner","Terminated","Ice Mechanic A Small Town Hockey Romance Lucky Strikers Hockey Romance","Bevans, Lia","Bevans, Lia B0FFBDXV2M","Lucky Strikers Hockey Romance B0FFBDXV2M","PRIMARY",1,"Not Available","www.amazon.com","2025-03-17T00:00:00Z","2025-03-20T21:00:05Z","Yes"
"Fake Around and Find Out: An Enemies-to-lovers Fake Relationship Grumpy Sunshine romance. (Happy Haven Book 1)","B0CBHXCKPS","ITEM","5 USD","Item Owner","Terminated","Fake Around and Find Out An Enemies to lovers Fake Relationship Grumpy Sunshine romance Happy Haven Book 1","Shade, S M","Shade, S M B0CD4TMXWH","Happy Haven B0CD4TMXWH","PRIMARY",1,"Not Available","www.amazon.com","2025-03-16T00:00:00Z","2025-03-19T22:28:27Z","Yes"
"Anger Banger: An Enemies-to-lovers Grumpy Sunshine Romance (Happy Haven Book 2)","B0CDJPKT7K","ITEM","5 USD","Item Owner","Terminated","Anger Banger An Enemies to lovers Grumpy Sunshine Romance Happy Haven Book 2","Shade, S M","Shade, S M B0CD4TMXWH","Happy Haven B0CD4TMXWH","PRIMARY",2,"Not Available","www.amazon.com","2025-03-17T00:00:00Z","2025-03-19T22:28:27Z","Yes"
"Unite Me (Shatter Me)","0062327968","ITEM","10 USD","Not Interested","Not Available","Unite Me Shatter Me","Mafi, Tahereh","Mafi, Tahereh B08PJGD57Q","Shatter Me B08PJGD57Q","SELF","Not Available","Not Available","www.amazon.com","2025-03-18T00:00:00Z","2025-03-18T00:00:00Z","Not Available"
"Shatter Me","0062085484","ITEM","1 USD","Not Interested","Not Available","Shatter Me","Mafi, Tahereh","Mafi, Tahereh B0CWPWTSV3","Shatter Me B0CWPWTSV3","PRIMARY",1,"Not Available","www.amazon.com","2025-03-18T00:00:00Z","2025-03-18T00:00:00Z","Not Available"
"The Pucking Wrong Number: A Hockey Romance (The Pucking Wrong Series Book 1)","B0BYWR9N4G","ITEM","5 USD","Item Owner","Terminated","Pucking Wrong Number A Hockey Romance The Pucking Wrong Series Book 1, The","Jane, C R","Jane, C R B0C5BBDS1F","Pucking Wrong Series, The B0C5BBDS1F","PRIMARY",1,"Not Available","www.amazon.com","2025-03-07T00:00:00Z","2025-03-17T04:05:21Z","Yes"
"The Pucking Wrong Guy: A Hockey Romance (The Pucking Wrong Series Book 2)","B0C5K4RCNR","ITEM","5 USD","Item Owner","Terminated","Pucking Wrong Guy A Hockey Romance The Pucking Wrong Series Book 2, The","Jane, C R","Jane, C R B0C5BBDS1F","Pucking Wrong Series, The B0C5BBDS1F","PRIMARY",2,"Not Available","www.amazon.com","2025-03-08T16:29:47Z","2025-03-17T04:05:21Z","Yes"
"The Pucking Wrong Date: A Hockey Romance (The Pucking Wrong Series Book 3)","B0CJDMBYCT","ITEM","5 USD","Item Owner","Terminated","Pucking Wrong Date A Hockey Romance The Pucking Wrong Series Book 3, The","Jane, C R","Jane, C R B0C5BBDS1F","Pucking Wrong Series, The B0C5BBDS1F","PRIMARY",3,"Not Available","www.amazon.com","2025-03-09T14:21:40Z","2025-03-17T04:05:21Z","Yes"
"Iron Flame (The Empyrean Book 2)","B0C4JMJBNX","ITEM","15 USD","Item Owner","Terminated","Iron Flame The Empyrean Book 2","Yarros, Rebecca","Yarros, Rebecca B0BV9WPS4M","Empyrean, The B0BV9WPS4M","PRIMARY",2,"Not Available","www.amazon.com","2025-01-24T00:00:00Z","2025-03-14T17:57:48Z","Yes"
"Consider Me: Playing for Keeps, Book 1","B0B98WZ1CJ","ITEM","0 USD","Item Owner","Fulfilled","Consider Me Playing for Keeps Book 1","Mack, Becka","Mack, Becka B09VYBTD6W","Playing For Keeps B09VYBTD6W","PRIMARY",1,"Not Available","www.amazon.com","2025-03-14T17:26:35Z","2025-03-14T17:26:35Z","No"
"Fourth Wing (The Empyrean Book 1)","B0BGDM197Q","ITEM","15 USD","Item Owner","Terminated","Fourth Wing The Empyrean Book 1","Yarros, Rebecca","Yarros, Rebecca B0BV9WPS4M","Empyrean, The B0BV9WPS4M","PRIMARY",1,"Not Available","www.amazon.com","2025-01-22T00:00:00Z","2025-03-04T04:34:51Z","Yes"
"Wild Eyes","B0CXR6ZHLS","ITEM","6 USD","Item Owner","Terminated","Wild Eyes","Silver, Elsie","Silver, Elsie B0CTHQF3CB","Rose Hill B0CTHQF3CB","PRIMARY",2,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-03-04T04:34:51Z","Yes"
"The Dixon Rule (Campus Diaries Book 2)","B0CLGW57HP","ITEM","6 USD","Item Owner","Terminated","Dixon Rule Campus Diaries Book 2, The","Kennedy, Elle","Kennedy, Elle B0C5JXQCHH","Campus Diaries B0C5JXQCHH","PRIMARY",2,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-03-04T04:34:51Z","Yes"
"The Graham Effect (Campus Diaries Book 1)","B0BYKSTDNB","ITEM","6 USD","Item Owner","Terminated","Graham Effect Campus Diaries Book 1, The","Kennedy, Elle","Kennedy, Elle B0C5JXQCHH","Campus Diaries B0C5JXQCHH","PRIMARY",1,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-03-04T04:34:51Z","Yes"
"Part of Your World","B09BN2WNPP","ITEM","12 USD","Item Owner","Terminated","Part of Your World","Jimenez, Abby","Jimenez, Abby B0CL4GKL96","Part of Your World B0CL4GKL96","PRIMARY",1,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-03-04T04:34:51Z","Yes"
"Noire Moon: A Prologue Novella (Port Macabre)","B0D3QGCCBD","ITEM","4 USD","Item Owner","Terminated","Noire Moon A Prologue Novella Port Macabre","Rose, Elliott","Rose, Elliott B0D9R3VG4M","Port Macabre B0D9R3VG4M","PRIMARY",2,"Not Available","www.amazon.com","2025-02-17T17:21:39Z","2025-03-04T04:34:51Z","Yes"
"The Friend Zone","B07K6G7QBR","ITEM","11 USD","Item Owner","Terminated","Friend Zone, The","Jimenez, Abby","Jimenez, Abby B08DD34K5J","Friend Zone, The B08DD34K5J","PRIMARY",1,"Not Available","www.amazon.com","2024-08-25T00:00:00Z","2025-03-01T15:59:15Z","Yes"
"Ignite Me (Shatter Me Book 3)","B07H56SK9J","ITEM","Not Available","Not Interested","Not Available","Ignite Me Shatter Me Book 3","Mafi, Tahereh","Mafi, Tahereh B0CWPWTSV3","Shatter Me B0CWPWTSV3","PRIMARY",3,"Not Available","www.amazon.com","2025-02-28T00:00:00Z","2025-02-28T00:00:00Z","Not Available"
"Unravel Me (Shatter Me Book 2)","B07H53MXL7","ITEM","Not Available","Not Interested","Not Available","Unravel Me Shatter Me Book 2","Mafi, Tahereh","Mafi, Tahereh B0CWPWTSV3","Shatter Me B0CWPWTSV3","PRIMARY",2,"Not Available","www.amazon.com","2025-02-26T00:00:00Z","2025-02-26T00:00:00Z","Not Available"
"Quicksilver: The Fae & Alchemy Series, Book 1","B0DBJBFHGT","ITEM","6 USD","Item Owner","Fulfilled","Quicksilver The Fae Alchemy Series Book 1","Hart, Callie","Hart, Callie B0DCBPXBBK","Fae Alchemy B0DCBPXBBK","PRIMARY",1,"Not Available","www.amazon.com","2025-02-25T15:19:33Z","2025-02-25T15:19:39Z","No"
"Mistborn Trilogy: The Final Empire, The Well of Ascension, The Hero of Ages (The Mistborn Saga)","B004H1TQBW","ITEM","26 USD","Item Owner","Fulfilled","Mistborn Trilogy The Final Empire The Well of Ascension The Hero of Ages The Mistborn Saga","Sanderson, Brandon","Sanderson, Brandon B0B4MZVZHS","Mistborn B0B4MZVZHS","PRIMARY",1,"Not Available","www.amazon.com","2025-02-24T00:28:51Z","2025-02-24T00:28:52Z","No"
"Wild Love (Rose Hill Book 1)","B0CKMFZN5Z","ITEM","6 USD","Item Owner","Terminated","Wild Love Rose Hill Book 1","Silver, Elsie","Silver, Elsie B0CTHQF3CB","Rose Hill B0CTHQF3CB","PRIMARY",1,"Not Available","www.amazon.com","2024-05-02T00:00:00Z","2025-02-21T21:52:28Z","Yes"
"The Wingman: a relationship coach hockey romance (Vancouver Storm Book 3)","B0DD357DWQ","ITEM","5 USD","Item Owner","Terminated","Wingman a relationship coach hockey romance Vancouver Storm Book 3, The","Archer, Stephanie","Archer, Stephanie B0CMT24F6H","Vancouver Storm B0CMT24F6H","PRIMARY",3,"Not Available","www.amazon.com","2025-02-19T00:00:00Z","2025-02-21T21:52:28Z","Yes"
"The Fake Out: a fake dating hockey romance (Vancouver Storm Book 2)","B0CNSGXRN9","ITEM","5 USD","Item Owner","Terminated","Fake Out a fake dating hockey romance Vancouver Storm Book 2, The","Archer, Stephanie","Archer, Stephanie B0CMT24F6H","Vancouver Storm B0CMT24F6H","PRIMARY",2,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-21T21:52:27Z","Yes"
"Vengeful Gods (Port Macabre)","B0CPHZP6S9","ITEM","6 USD","Item Owner","Terminated","Vengeful Gods Port Macabre","Rose, Elliott","Rose, Elliott B0CXQ2FQMQ","Port Macabre B0CXQ2FQMQ","PRIMARY",1,"Not Available","www.amazon.com","2025-02-13T20:34:13Z","2025-02-21T21:52:27Z","Yes"
"Behind the Net: a grumpy sunshine hockey romance (Vancouver Storm Book 1)","B0C85RV9VG","ITEM","5 USD","Item Owner","Terminated","Behind the Net a grumpy sunshine hockey romance Vancouver Storm Book 1","Archer, Stephanie","Archer, Stephanie B0CMT24F6H","Vancouver Storm B0CMT24F6H","PRIMARY",1,"Not Available","www.amazon.com","2025-02-17T00:00:00Z","2025-02-21T21:52:27Z","Yes"
"Wild Eyes","B0D98Q4F5C","ITEM","0 USD","Item Owner","Fulfilled","Wild Eyes","Silver, Elsie","Silver, Elsie B0CTHQF3CB","Rose Hill B0CTHQF3CB","PRIMARY",2,"Not Available","www.amazon.com","2025-02-21T20:57:38Z","2025-02-21T20:57:39Z","No"
"Flawless: A Small Town Enemies to Lovers Romance","B09VV2CR51","ITEM","6 USD","Item Owner","Terminated","Flawless A Small Town Enemies to Lovers Romance","Silver, Elsie","Silver, Elsie B0BTTLJK2V","Chestnut Springs B0BTTLJK2V","PRIMARY",1,"Not Available","www.amazon.com","2025-02-05T00:00:00Z","2025-02-18T02:40:09Z","Yes"
"Reckless","B0BTZQ7TGP","ITEM","6 USD","Item Owner","Terminated","Reckless","Silver, Elsie","Silver, Elsie B0BTTLJK2V","Chestnut Springs B0BTTLJK2V","PRIMARY",4,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-18T02:40:09Z","Yes"
"Powerless: A Small Town Friends to Lovers Romance","B0BHV6ZHT1","ITEM","6 USD","Item Owner","Terminated","Powerless A Small Town Friends to Lovers Romance","Silver, Elsie","Silver, Elsie B0BTTLJK2V","Chestnut Springs B0BTTLJK2V","PRIMARY",3,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-18T02:40:09Z","Yes"
"Heartless: A Small Town Single Dad Romance","B0B4KR2X87","ITEM","6 USD","Item Owner","Terminated","Heartless A Small Town Single Dad Romance","Silver, Elsie","Silver, Elsie B0BTTLJK2V","Chestnut Springs B0BTTLJK2V","PRIMARY",2,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-18T02:40:09Z","Yes"
"Hopeless","B0C7B3DFJZ","ITEM","6 USD","Item Owner","Terminated","Hopeless","Silver, Elsie","Silver, Elsie B0BTTLJK2V","Chestnut Springs B0BTTLJK2V","PRIMARY",5,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-17T17:36:32Z","Yes"
"Deep End","B0D3C17M1Z","ITEM","11 USD","Item Owner","Fulfilled","Deep End","Hazelwood, Ali","Not Available","Not Available","SELF","Not Available","Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-11T22:26:44Z","No"
"Scythe & Sparrow: The Ruinous Love Trilogy","B0D7NN1P97","ITEM","8 USD","Item Owner","Fulfilled","Scythe Sparrow The Ruinous Love Trilogy","Weaver, Brynne","Weaver, Brynne B0CM956N3B","Ruinous Love Trilogy, The B0CM956N3B","PRIMARY",3,"Not Available","www.amazon.com","2025-02-07T00:00:00Z","2025-02-11T22:25:45Z","No"
